Acc/test,Acc/train,Acc/val,epoch,loss/train,loss/val,step
0.33507245779037476,,,0,,,0
,,,0,0.8224278092384338,,4
,,,0,0.7459748983383179,,9
,,,0,0.7605505585670471,,14
,,,0,0.6989902853965759,,19
,,,0,0.7206599116325378,,24
,,,0,0.6794997453689575,,29
,,,0,0.6686103940010071,,34
,,,0,0.5582348704338074,,39
,,,0,0.6367113590240479,,44
,,,0,0.5395635366439819,,49
,,,0,0.6214048862457275,,54
,,,0,0.5623496174812317,,59
,,,0,0.6724278926849365,,64
,,,0,0.5885986685752869,,69
,,,0,0.6615716218948364,,74
,,,0,0.5373326539993286,,79
,,,0,0.5040899515151978,,84
,,,0,0.5884537696838379,,89
,,,0,0.466357558965683,,94
,,,0,0.5812726020812988,,99
,,,0,0.5900533199310303,,104
,,,0,0.6184040307998657,,109
,,,0,0.47973746061325073,,114
,,0.6985294222831726,0,,0.5478784441947937,114
,0.6014176607131958,,0,,,114
,,,1,0.44048529863357544,,119
,,,1,0.6237829327583313,,124
,,,1,0.4889023005962372,,129
,,,1,0.7470408082008362,,134
,,,1,0.5239211320877075,,139
,,,1,0.621968686580658,,144
,,,1,0.5975140333175659,,149
,,,1,0.4085651636123657,,154
,,,1,0.5177673697471619,,159
,,,1,0.43387946486473083,,164
,,,1,0.5823761224746704,,169
,,,1,0.47180354595184326,,174
,,,1,0.4957678020000458,,179
,,,1,0.5155563354492188,,184
,,,1,0.5853514671325684,,189
,,,1,0.3889787495136261,,194
,,,1,0.5001175999641418,,199
,,,1,0.5414767265319824,,204
,,,1,0.42173174023628235,,209
,,,1,0.45834115147590637,,214
,,,1,0.5571188926696777,,219
,,,1,0.5402791500091553,,224
,,,1,0.3834781050682068,,229
,,0.781862735748291,1,,0.4974699914455414,229
,0.7385495901107788,,1,,,229
,,,2,0.4442500174045563,,234
,,,2,0.6014359593391418,,239
,,,2,0.38433700799942017,,244
,,,2,0.640348494052887,,249
,,,2,0.46128004789352417,,254
,,,2,0.5151433944702148,,259
,,,2,0.5229910016059875,,264
,,,2,0.3262793719768524,,269
,,,2,0.4653072655200958,,274
,,,2,0.3042892813682556,,279
,,,2,0.6190845966339111,,284
,,,2,0.4035468101501465,,289
,,,2,0.43793100118637085,,294
,,,2,0.46311676502227783,,299
,,,2,0.483134001493454,,304
,,,2,0.3169202208518982,,309
,,,2,0.472818523645401,,314
,,,2,0.4473271071910858,,319
,,,2,0.3554498553276062,,324
,,,2,0.3747473955154419,,329
,,,2,0.45131659507751465,,334
,,,2,0.4488656222820282,,339
,,,2,0.2629551589488983,,344
,,0.813725471496582,2,,0.42951637506484985,344
,0.7889858484268188,,2,,,344
,,,3,0.42529362440109253,,349
,,,3,0.43769028782844543,,354
,,,3,0.36991262435913086,,359
,,,3,0.5555347204208374,,364
,,,3,0.45663970708847046,,369
,,,3,0.5130941271781921,,374
