Acc/test,Acc/train,Acc/val,epoch,loss/train,loss/val,step
,0.674481987953186,,0,,,114
,,,1,0.4490800201892853,,119
,,,1,0.6561129093170166,,124
,,,1,0.5888419151306152,,129
,,,1,0.7564461827278137,,134
,,,1,0.5687592029571533,,139
,,,1,0.6177327632904053,,144
,,,1,0.6916740536689758,,149
,,,1,0.577688992023468,,154
,,,1,0.6046019792556763,,159
,,,1,0.5076580047607422,,164
,,,1,0.6157422661781311,,169
,,,1,0.549153208732605,,174
,,,1,0.6451282501220703,,179
,,,1,0.6081920266151428,,184
,,,1,0.6428519487380981,,189
,,,1,0.547259509563446,,194
,,,1,0.5332570672035217,,199
,,,1,0.5732367038726807,,204
,,,1,0.4948652386665344,,209
,,,1,0.5635524392127991,,214
,,,1,0.5780434012413025,,219
,,,1,0.6437835097312927,,224
,,,1,0.48179346323013306,,229
,,0.7134678363800049,1,,0.5732460618019104,229
,0.69547438621521,,1,,,229
,,,2,0.4491504728794098,,234
,,,2,0.5972487330436707,,239
,,,2,0.5047627687454224,,244
,,,2,0.7360333204269409,,249
,,,2,0.5391313433647156,,254
,,,2,0.5971894264221191,,259
,,,2,0.7143765687942505,,264
,,,2,0.5265448093414307,,269
,,,2,0.5602542757987976,,274
,,,2,0.4745334982872009,,279
,,,2,0.6264797449111938,,284
,,,2,0.4769614636898041,,289
,,,2,0.5990986227989197,,294
,,,2,0.5701383352279663,,299
,,,2,0.6119935512542725,,304
,,,2,0.5135969519615173,,309
,,,2,0.512826681137085,,314
,,,2,0.5543554425239563,,319
,,,2,0.47588294744491577,,324
,,,2,0.5110092759132385,,329
,,,2,0.5953189730644226,,334
,,,2,0.5859326124191284,,339
,,,2,0.4509807527065277,,344
,,0.755452573299408,2,,0.5423812866210938,344
,0.7330970764160156,,2,,,344
,,,3,0.4358952045440674,,349
,,,3,0.5787893533706665,,354
,,,3,0.45542284846305847,,359
,,,3,0.6840726137161255,,364
,,,3,0.5246952176094055,,369
,,,3,0.580856442451477,,374
,,,3,0.7127935886383057,,379
,,,3,0.4915124177932739,,384
,,,3,0.5460948944091797,,389
,,,3,0.4576455354690552,,394
,,,3,0.6206997632980347,,399
,,,3,0.4362823963165283,,404
,,,3,0.5631455779075623,,409
,,,3,0.5444459915161133,,414
,,,3,0.5876789689064026,,419
,,,3,0.47669726610183716,,424
,,,3,0.5099298357963562,,429
,,,3,0.5325145721435547,,434
,,,3,0.46963393688201904,,439
,,,3,0.4671560823917389,,444
,,,3,0.6137737035751343,,449
,,,3,0.5591548681259155,,454
,,,3,0.4140530228614807,,459
,,0.7704471349716187,3,,0.5184823870658875,459
,0.7581788301467896,,3,,,459
,,,4,0.4355772137641907,,464
,,,4,0.5636635422706604,,469
,,,4,0.4294916093349457,,474
,,,4,0.6497239470481873,,479
,,,4,0.4897058308124542,,484
,,,4,0.5493171811103821,,489
,,,4,0.7111340761184692,,494
,,,4,0.4609324336051941,,499
,,,4,0.5306175947189331,,504
,,,4,0.4404313266277313,,509
,,,4,0.594994306564331,,514
,,,4,0.4121321439743042,,519
,,,4,0.5359038710594177,,524
,,,4,0.49173012375831604,,529
,,,4,0.5561881065368652,,534
,,,4,0.4582492411136627,,539
,,,4,0.5078334808349609,,544
,,,4,0.5023674368858337,,549
,,,4,0.4594472348690033,,554
,,,4,0.4436948895454407,,559
,,,4,0.607883870601654,,564
,,,4,0.5437776446342468,,569
,,,4,0.3828171491622925,,574
,,0.7870774269104004,4,,0.4942464530467987,574
,0.7734460234642029,,4,,,574
,,,5,0.4364588260650635,,579
,,,5,0.5514868497848511,,584
,,,5,0.4261128306388855,,589
,,,5,0.6242831349372864,,594
,,,5,0.46282777190208435,,599
,,,5,0.5250723361968994,,604
,,,5,0.7136003375053406,,609
,,,5,0.42854976654052734,,614
,,,5,0.5110559463500977,,619
,,,5,0.42656776309013367,,624
,,,5,0.5685487985610962,,629
,,,5,0.4070814847946167,,634
,,,5,0.5180960893630981,,639
,,,5,0.4603845179080963,,644
,,,5,0.5352767705917358,,649
,,,5,0.4383149743080139,,654
