Acc/test,Acc/train,Acc/val,epoch,loss/train,loss/val,step
0.6649275422096252,,,0,,,0
,,,0,0.5619792938232422,,4
,,,0,0.6593688130378723,,9
,,,0,0.6299604773521423,,14
,,,0,0.7187291979789734,,19
,,,0,0.6153077483177185,,24
,,,0,0.6555371284484863,,29
,,,0,0.6735493540763855,,34
,,,0,0.6081414222717285,,39
,,,0,0.6307131052017212,,44
,,,0,0.5788432359695435,,49
,,,0,0.6016147136688232,,54
,,,0,0.5313493609428406,,59
,,,0,0.6227719187736511,,64
,,,0,0.5751246809959412,,69
,,,0,0.6413701772689819,,74
,,,0,0.4624483287334442,,79
,,,0,0.5173571705818176,,84
,,,0,0.5591913461685181,,89
,,,0,0.49156761169433594,,94
,,,0,0.5129120945930481,,99
,,,0,0.5920752882957458,,104
,,,0,0.5502256751060486,,109
,,,0,0.47395873069763184,,114
,,0.781862735748291,0,,0.5096296668052673,114
,0.6949291229248047,,0,,,114
,,,1,0.42881542444229126,,119
,,,1,0.6593171954154968,,124
,,,1,0.4108859896659851,,129
,,,1,0.660376250743866,,134
,,,1,0.4798409640789032,,139
,,,1,0.533600389957428,,144
,,,1,0.5610487461090088,,149
,,,1,0.3232462704181671,,154
,,,1,0.4899965822696686,,159
,,,1,0.30174729228019714,,164
,,,1,0.6981315612792969,,169
,,,1,0.4740420877933502,,174
,,,1,0.44095197319984436,,179
,,,1,0.4653919041156769,,184
,,,1,0.4688204824924469,,189
,,,1,0.33399665355682373,,194
,,,1,0.4434870779514313,,199
,,,1,0.480530321598053,,204
,,,1,0.4008508324623108,,209
,,,1,0.40746572613716125,,214
,,,1,0.5106402039527893,,219
,,,1,0.3876546323299408,,224
,,,1,0.2982713580131531,,229
,,0.8578431606292725,1,,0.362175315618515,229
,0.7876226902008057,,1,,,229
,,,2,0.4774101972579956,,234
,,,2,0.4167587459087372,,239
,,,2,0.3378278613090515,,244
,,,2,0.5001794695854187,,249
,,,2,0.4572623372077942,,254
,,,2,0.3983492851257324,,259
,,,2,0.517015278339386,,264
,,,2,0.21206045150756836,,269
,,,2,0.403568297624588,,274
,,,2,0.33673208951950073,,279
,,,2,0.4814307689666748,,284
,,,2,0.36057040095329285,,289
,,,2,0.2985106408596039,,294
,,,2,0.39863067865371704,,299
,,,2,0.4171653687953949,,304
,,,2,0.2961045503616333,,309
,,,2,0.3570958077907562,,314
,,,2,0.3777172565460205,,319
,,,2,0.36987531185150146,,324
,,,2,0.3124295175075531,,329
,,,2,0.425676554441452,,334
,,,2,0.318157434463501,,339
,,,2,0.1405259072780609,,344
,,0.8602941036224365,2,,0.31320393085479736,344
,0.8440567255020142,,2,,,344
,,,3,0.4186862111091614,,349
,,,3,0.32733869552612305,,354
,,,3,0.28882038593292236,,359
,,,3,0.39264535903930664,,364
,,,3,0.515184223651886,,369
,,,3,0.29812052845954895,,374
,,,3,0.4726455509662628,,379
,,,3,0.1822396218776703,,384
,,,3,0.2978334426879883,,389
,,,3,0.25892511010169983,,394
,,,3,0.4070642292499542,,399
,,,3,0.25782525539398193,,404
,,,3,0.22884434461593628,,409
,,,3,0.35505202412605286,,414
,,,3,0.3429049849510193,,419
,,,3,0.28562793135643005,,424
,,,3,0.26606544852256775,,429
,,,3,0.26835015416145325,,434
,,,3,0.3172570765018463,,439
,,,3,0.2606322467327118,,444
,,,3,0.33378198742866516,,449
,,,3,0.28032055497169495,,454
,,,3,0.06755686551332474,,459
,,0.8774510025978088,3,,0.32035520672798157,459
,0.8884950876235962,,3,,,459
,,,4,0.3568999171257019,,464
,,,4,0.27685633301734924,,469
,,,4,0.22910037636756897,,474
,,,4,0.32983553409576416,,479
,,,4,0.5297011733055115,,484
,,,4,0.22724299132823944,,489
,,,4,0.41003310680389404,,494
,,,4,0.16000524163246155,,499
,,,4,0.19621333479881287,,504
,,,4,0.23326444625854492,,509
,,,4,0.3563433885574341,,514
,,,4,0.19473932683467865,,519
,,,4,0.19765618443489075,,524
,,,4,0.27871227264404297,,529
,,,4,0.4489167332649231,,534
,,,4,0.2508813142776489,,539
,,,4,0.18177339434623718,,544
,,,4,0.21186208724975586,,549
,,,4,0.25283384323120117,,554
,,,4,0.21967855095863342,,559
,,,4,0.26957404613494873,,564
,,,4,0.2730432450771332,,569
,,,4,0.049099355936050415,,574
,,0.8627451062202454,4,,0.3686710000038147,574
,0.9217557311058044,,4,,,574
,,,5,0.3481917083263397,,579
,,,5,0.20793958008289337,,584
,,,5,0.17961017787456512,,589
,,,5,0.16554130613803864,,594
,,,5,0.5543746948242188,,599
,,,5,0.19718913733959198,,604
,,,5,0.40664029121398926,,609
,,,5,0.13789038360118866,,614
,,,5,0.18529871106147766,,619
,,,5,0.19967061281204224,,624
,,,5,0.39444878697395325,,629
,,,5,0.21172526478767395,,634
,,,5,0.17644895613193512,,639
,,,5,0.19135774672031403,,644
,,,5,0.21326453983783722,,649
,,,5,0.23707112669944763,,654
,,,5,0.0913621336221695,,659
